Num_Acc,inverse_data,week_day,state,severity,weather,location,hrmn,lum,vehicle_type,vehicle_model,engine_size,driver_sex,driver_age,car_age,casualty_severity,casualty_age,casualty_sex,social_class,casualty_type,pedestrian_or_passenger,severity_description,weather_description,location_description,vehicle_type_description,engine_size_description,driver_sex_description,casualty_severity_description,casualty_type_description
AID0233,2023-08-26,W,HR,Minor,Fog,Loc24,0139,Night,Motorcycle,Model34,2221,M,47,13,Slight,6,M,Middle,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0234,2022-03-11,S,AS,Moderate,Snow,Loc68,1117,Night,Car,Model39,1059,F,42,5,Slight,51,F,Middle,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0235,2022-11-20,S,AS,Moderate,Clear,Loc136,2014,Night,Car,Model7,2647,M,30,6,Slight,73,M,Middle,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0236,2023-11-12,W,DL,Moderate,Snow,Loc14,0359,Night,Motorcycle,Model29,2033,F,64,10,Fatal,51,F,Upper,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0237,2023-01-13,F,TR,Moderate,Snow,Loc136,1118,Twilight,Truck,Model6,1703,M,21,7,Slight,80,F,Working,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0238,2023-04-16,F,SK,Severe,Snow,Loc30,1239,Twilight,Motorcycle,Model30,2149,M,63,13,Slight,9,F,Middle,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0239,2022-08-09,T,MP,Moderate,Storm,Loc41,0427,Twilight,Motorcycle,Model45,1869,F,22,17,Serious,50,M,Working,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0240,2022-07-16,T,WB,Moderate,Snow,Loc172,0031,Twilight,Motorcycle,Model18,2958,F,29,4,Slight,5,F,Working,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0241,2022-03-16,F,KL,Moderate,Rain,Loc123,0512,Twilight,Motorcycle,Model8,1983,F,20,1,Slight,65,F,Upper,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0242,2023-08-10,S,MH,Minor,Snow,Loc45,1924,Daylight,Truck,Model22,2124,M,23,18,Fatal,61,F,Middle,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0243,2023-09-14,M,KA,Minor,Fog,Loc32,0213,Night,Truck,Model8,1782,M,60,7,Slight,70,F,Middle,Motorcyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0244,2023-06-25,F,RJ,Minor,Snow,Loc175,1228,Daylight,Motorcycle,Model3,2543,M,34,17,Slight,71,M,Upper,Pedestrian,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0245,2022-04-14,T,OD,Minor,Fog,Loc137,1642,Daylight,Bus,Model12,2115,M,54,7,Fatal,40,F,Upper,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0246,2022-06-13,M,BR,Moderate,Storm,Loc184,2344,Daylight,Truck,Model47,2042,F,54,18,Serious,71,F,Upper,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0247,2023-06-02,W,RJ,Minor,Fog,Loc199,0441,Twilight,Truck,Model39,2210,F,38,8,Slight,7,M,Upper,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0248,2023-07-30,S,UK,Severe,Fog,Loc38,1302,Twilight,Car,Model40,1404,F,37,11,Serious,20,M,Upper,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0249,2022-08-03,S,TR,Moderate,Rain,Loc24,1054,Twilight,Bus,Model47,973,M,53,16,Serious,45,M,Middle,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0250,2022-06-25,S,MH,Minor,Snow,Loc23,1915,Daylight,Bus,Model19,2662,M,27,13,Fatal,43,F,Upper,Cyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0251,2023-07-02,M,TN,Minor,Rain,Loc152,0455,Daylight,Truck,Model19,2112,M,40,16,Serious,67,M,Working,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0252,2023-01-22,T,MN,Minor,Clear,Loc15,1931,Twilight,Car,Model21,2616,F,64,6,Serious,7,F,Middle,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0253,2023-08-01,F,DL,Severe,Storm,Loc56,0903,Daylight,Motorcycle,Model21,1968,M,56,7,Serious,7,M,Working,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0254,2023-10-08,M,TR,Moderate,Clear,Loc108,1854,Night,Car,Model38,1235,M,45,3,Serious,21,M,Upper,Pedestrian,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0255,2023-10-09,W,HP,Severe,Rain,Loc81,1310,Daylight,Car,Model38,2193,M,32,13,Serious,11,M,Middle,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0256,2022-09-12,W,PB,Moderate,Rain,Loc78,0651,Daylight,Car,Model6,2726,M,52,8,Serious,78,M,Working,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0257,2023-09-24,T,AS,Severe,Storm,Loc153,0720,Daylight,Bus,Model27,885,M,36,10,Fatal,71,F,Middle,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0258,2022-10-16,F,CG,Minor,Snow,Loc111,1303,Daylight,Truck,Model29,2964,M,54,6,Fatal,60,F,Upper,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0259,2023-11-17,M,TR,Severe,Rain,Loc24,1834,Twilight,Bus,Model11,2502,F,52,17,Slight,14,F,Middle,Car Passenger,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0260,2023-11-29,T,GA,Minor,Storm,Loc79,1455,Night,Truck,Model17,1076,F,49,14,Fatal,32,M,Working,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0261,2022-03-01,T,MN,Severe,Clear,Loc114,2227,Night,Car,Model24,2287,F,26,20,Serious,48,F,Middle,Motorcyclist,Pedestrian,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0262,2022-04-16,F,MH,Minor,Rain,Loc122,1503,Night,Car,Model32,972,F,51,11,Slight,63,M,Middle,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0263,2022-04-25,S,KL,Severe,Rain,Loc149,1612,Daylight,Motorcycle,Model11,2450,M,70,14,Slight,78,M,Middle,Motorcyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0264,2023-08-02,F,CG,Severe,Storm,Loc99,1124,Daylight,Truck,Model29,1224,F,66,12,Slight,6,F,Working,Cyclist,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
AID0265,2022-10-13,M,SK,Moderate,Clear,Loc51,2226,Daylight,Car,Model27,1642,M,30,20,Fatal,40,M,Middle,Car Passenger,Passenger,"Severity of the accident (Minor, Moderate, Severe)","Weather conditions during the accident (Clear, Rain, Fog, Snow, Storm)",Location ID of accident spot,Type of vehicle involved in the accident,Engine size of the vehicle involved,Gender of the driver involved,"Severity of the casualty (Slight, Serious, Fatal)","Type of casualty (Pedestrian, Car Passenger, Cyclist, Motorcyclist)"
